d1	0.9%氯化钠注射液(安徽丰)
d2219	尿毒康颗粒剂
d2220	尿毒灵颗粒
d2221	尿毒灵颗粒剂
d2222	尿毒清颗粒
d2223	尿毒清颗粒(无糖)
d2224	尿感宁(无糖)
d2225	尿感宁颗粒(无糖)
d2226	尿感宁颗粒(无糖型)
d2227	尿感宁颗粒(无蔗糖)
d2228	尿激酶针(白天鹅)
d2229	注射用尿激酶(洛欣)
d2230	尿激酶针
d2231	注射用尿激酶
d2232	尿路清合剂
d2233	尿囊素铝片(悉景)
d2234	尿石通丸
d2235	尿素乳膏(顺峰)
d2236	尿素乳膏
d2237	尿素软膏
d2238	尿血合剂
d2239	宁泌泰胶囊
d2240	宁心宝胶囊
d2241	宁心宝胶囊(正大)
d2242	凝血酶
d2243	凝血酶冻干粉
d2244	牛痘疫苗接种家兔炎症皮肤提取物片(神经妥乐平)
d2245	牛痘疫苗接种家兔炎症皮肤提取物针(神经妥乐平)
d2246	神经妥乐平针(牛痘疫苗接种家兔炎症皮肤提取物)
d2247	牛黄解毒片
d2248	牛黄解毒片(德众)
d2249	牛黄蛇胆川贝滴丸
d2250	诺迪康胶囊
d2251	诺氟沙星胶囊
d2252	帕罗西汀片(赛乐特)
d2253	赛乐特片(帕罗西汀)
d2254	盐酸帕罗西汀片(赛乐特)
d2255	盐酸帕罗西汀片
d2256	博宁针
d2257	帕米瞵酸二钠针(博宁)
d2258	注射用帕米膦酸二钠(博宁)
d2259	注射用帕瑞昔布钠(特耐)
d2260	注射用哌拉西林钠
d2261	哌拉西林钠舒巴坦钠针(2:1)(新特灭)
d2262	新特灭针(哌拉西林钠舒巴)
d2263	新特灭针(哌拉西林钠舒巴坦钠(2:1))
d2264	新特灭针(哌拉西林舒巴坦)
d2265	锋泰灵(他唑巴坦钠/派拉西林钠)
d2266	锋泰灵针(哌拉西林钠他)
d2267	哌拉西林钠他唑巴坦钠针(8:1)(锋泰灵)
d2268	康得力针(哌拉西林钠他唑巴坦钠)
d2269	康得力针(他唑巴坦钠)
d2270	康得力针(他唑巴坦钠/哌拉西林钠)
d2271	注射用哌拉西林钠他唑巴坦钠(康得力)
d2272	注射用他唑巴坦钠/哌拉西林钠(康得力)
d2273	哌拉西林钠三唑巴坦钠针(8:1)(特治星)
d2274	哌拉西林钠他唑巴坦钠针(8:1)(特治星)
d2275	注射用哌拉西林钠他唑巴坦钠(特治星)
d2276	注射用三唑巴坦钠/哌拉西林钠(特治星)
d2277	特治星针(他唑巴坦钠)
d2278	注射用他唑巴坦钠/哌拉西林钠(特治星)
d2279	哌替啶针(度冷丁针)
d2280	盐酸哌替啶针(度冷丁)
d2281	盐酸哌替啶注射液(度冷丁)
d2282	派瑞松霜
d2283	盘龙七片
d2284	潘妥洛克针(泮托拉唑)
d2285	泮托拉唑钠针(德优仙)
d2286	注射用泮托拉唑(德优仙)
d2287	泮托拉唑针(潘妥洛克)
d2288	注射用泮托拉唑钠(潘妥洛克)
d2289	泮立苏胶囊
d2290	泮托拉唑钠肠溶胶囊(泮立苏)
d2291	泮托拉唑钠胶囊(泮立苏)
d2292	培哚普利片(雅施达)
d2293	雅施达片(培哚普利)
d2294	培哚普利片
d2295	注射用培美曲塞二钠(普来)
d2296	注射用培美曲塞二钠(普来乐)
d2297	培美曲塞二钠针(力比泰)
d2298	注射用培美曲塞二钠(全持安)
d2299	喷昔洛韦乳膏(丽珠君乐)
d2300	喷昔洛韦乳膏
d2301	盆痛灵片
d2302	盆炎胶囊
d2303	盆炎胶囊(盆炎清胶囊)
d2304	盆炎清胶囊
d2305	硼酸溶液
d2306	硼替佐米针(万珂)
d2307	皮肤病血毒丸
d2308	皮肤康洗夜
d2309	皮肤康洗液
d2310	脾氨肽口服冻干粉(复可托)
d2311	匹多莫德分散片(唯田)
d2312	匹多莫德分散片
d2313	匹维溴铵片(得舒特)
d2314	得舒特片
d2315	匹维溴铵片
d2316	平消胶囊
d2317	注射用平阳霉素(平阳星)
d2318	盐酸平阳霉素针
d2319	醋酸泼尼松片(强的松)
d2320	醋酸泼尼松片(强的松片)
d2321	醋酸泼尼松片
d2322	泼尼松龙针(强的松龙)
d2323	破伤风抗毒素针(TAT)
d2324	破伤风抗毒素注射液
d2325	破伤风抗毒素注射液(TAT)
d2326	葡甘聚糖胶囊(通泰)
d2327	通泰胶囊
d2328	葡醛内酯片(肝泰乐)
d2329	葡醛内酯片
d2330	葡萄糖注射液(青岛华仁)
d2331	葡萄糖酸钙注射液
d2332	葡萄糖酸钙锌口服溶液
d2333	葡萄糖酸锌合剂
d2334	蒲地蓝消炎胶囊
d2335	蒲田胶囊
d2336	普伐他汀钠片(普拉固)
d2337	普拉固片(普伐他汀钠)
d2338	普济痔疮栓
d2339	盐酸普拉克索片(森福罗)
d2340	2%普鲁卡因针
d2341	2%普鲁卡因针(2ml)
d2342	2%盐酸普鲁卡因针
d2343	普罗雌烯乳膏(露芬)
d2344	普罗雌烯乳膏
d2345	普罗帕酮片(心律平)
d2346	普罗帕酮注射液(心律平)
d2347	盐酸普罗帕酮针(心律平)
d2348	盐酸普罗帕酮片
d2349	盐酸普萘洛尔片(心得安)
d2350	盐酸普萘洛尔片
d2351	普适泰片(舍尼通)
d2352	舍尼通片(普适泰)
d2353	吸入用七氟烷(剀特力)
d2354	吸入用七氟烷(凯特力)
d2355	吸入用七氟烷溶液(凯特力)
d2356	七氟烷针(喜保福宁)
d2357	喜保福宁(七氟烷)
d2358	七０一跌打镇痛膏
d2359	七叶神安片
d2360	七叶神安片(西鸣堂)
d2361	七叶洋地黄双苷滴眼液(施图伦)
d2362	七叶洋地黄双苷眼水(施图伦)
d2363	施图伦滴眼剂(七叶洋地黄)
d2364	施图伦滴眼液(七叶洋地黄)
d2365	七叶洋地黄双苷滴眼液
d2366	注射用七叶皂苷钠
d2367	七叶皂苷钠针(无锡)
d2368	芪苈强心胶囊
d2369	奇正消痛贴膏
d2370	杞菊地黄丸(九芝堂)
d2371	杞菊地黄丸
d2372	杞菊地黄丸(浓缩丸)
d2373	气滞胃痛胶囊
d2374	前列安栓
d2375	前列倍喜胶囊
d2376	(蓓畅)前列地尔注射液
d2377	前列地尔注射液(蓓畅)
d2378	(凯时)前列地尔注射液
d2379	凯时针
d2380	凯时针[适]
d2381	前列地尔针(凯时)
d2382	前列地尔注射液(凯时)
d2383	(益脉宁)前列地尔注射液
d2384	前列地尔注射液(益脉宁)
d2385	前列地尔注射液
d2386	前列清颗粒剂
d2387	前列清合剂
d2388	前列舒通胶囊
d2389	前列通片
d2390	前列通瘀胶囊
d2391	强骨胶囊
d2392	强力枇杷露
d2393	强力枇杷露(安达平)
d2394	强力天麻杜仲胶囊
d2395	羟苄唑眼水
d2396	盐酸羟苄唑眼水
d2397	羟基脲片
d2398	拓僖针(羟基喜树碱)
d2399	羟喜树碱针(拓僖)
d2400	盐酸羟考酮缓释片(奥施康)
d2401	盐酸羟考酮缓释片(奥施康定)
d2402	盐酸羟考酮控释片(奥施康)
d2403	盐酸羟考酮控释片(奥施康定)
d2404	硫酸羟氯喹片(纷乐)
d2405	硫酸羟氯喹片
d2406	(霍姆针)高渗氯化钠羟乙基淀粉40注射液
d2407	高渗氯化钠羟乙基淀粉40注(霍姆)
d2408	高渗氯化钠羟乙基淀粉40注射液(霍姆)
d2409	高渗氯化钠羟乙基淀粉40注
d2410	(天晴宁)羟乙基淀粉130/0.4氯化钠注射液
d2411	羟乙基淀粉130/0.4氯化钠注射液(天晴宁)
d2412	(万汶针)羟乙基淀粉氯化钠注射液
d2413	羟乙基淀粉氯化钠注射液(万汶)
d2414	万汶针(羟乙基淀粉)
d2415	万汶针(羟乙基淀粉氯化钠)
d2416	羟乙基淀粉130/0.4氯化钠针(万汶)
d2417	羟乙基淀粉130/0.4氯化钠
d2418	青柴灵口服液
d2419	青霉素钠针
d2420	青霉素钠针(E0804109)
d2421	青霉素钠针(E0811102)
d2422	青霉素钠针(PG-Na)(D0809304)
d2423	青霉素钠针(PG-Na)(D0904313)
d2424	青霉素钠针(PG-Na)(D1102102)
d2425	青霉素钠针(PG-Na)(E0803110)
d2426	青霉素钠针(PG-Na)(E0811102)
d2427	青霉素钠针(PG-Na)(E0811104)
d2428	青霉素钠针(PG-Na)(F0706220)
d2429	青霉素钠针(PG-Na)(F0903322)
d2430	青霉素钠针(PG-Na)(s0911222)
d2431	青霉素钠针(PG-Na)(S0911327)
d2432	青霉素钠针(PG-Na)(s1005309)
d2433	青霉素钠针(PG-Na)(X0706211)
d2434	青霉素钠针(PG-Na)(x0804110)
d2435	青霉素钠针(PG-Na)(y0711209)
d2436	青霉素钠针(PG-Na)(Y1011116)
d2437	青霉素钠针(X0905302)
d2438	注射用青霉素钠
d2439	注射用青霉素钠(PG-Na)
d2440	氢化可的松注射液
d2441	氢化可的松琥珀酸钠针
d2442	硫酸氯吡格雷片(波立维)
d2443	波立维(氢氯吡格雷)
d2444	波立维片
d2445	波立维片(硫酸氢氯吡格雷片)
d2446	硫酸氢氯吡格雷片(波立维)
d2447	硫酸氢氯吡格雷片(泰嘉)
d2448	泰嘉片(硫酸氢氯吡格雷)
d2449	泰嘉片(氢氯吡格雷)
d2450	氢氯噻嗪片
d2451	氢氯噻嗪片(HCT)
d2452	氢溴酸东莨菪碱针
d2453	氢溴酸高乌甲素针(莱恩康宁)
d2454	喜普妙(氢溴酸西肽普兰)
d2455	氢溴酸右美沙芬片
d2456	复方氢氧化铝片(胃舒平)
d2457	胃舒平片(复方氢氧化铝)
d2458	复方氢氧化铝片
d2459	清肝降压胶囊
d2460	清感九味丸
d2461	清开灵口服液
d2462	清开灵软胶囊
d2463	清开灵针
d2464	清开灵注射液
d2465	清开灵针(明兴)
d2466	清开灵口服液(山西)
d2467	清脑枕
d2468	清热化湿口服液
d2469	清热消炎宁胶囊
d2470	清咽滴丸
d2471	清炎宁合剂
d2472	硫酸庆大霉素针(G.M)
d2473	硫酸庆大霉素注射液
d2474	庆大霉素针
d2475	庆大霉素针(G.M)
d2476	秋水仙碱片
d2477	盐酸屈他维林注射液(诺仕)
d2478	祛斑胶囊
d2479	祛风止痒片
d2480	祛湿消滞颗粒
d2481	祛湿消滞颗粒剂
d2482	祛痰止咳颗粒(无糖)
d2483	复方醋酸曲安奈德溶液(安)
d2484	复方醋酸曲安奈德溶液(安隆)
d2485	曲安奈德针(同息通)
d2486	曲安奈德注射液(同息通)
d2487	复方醋酸曲安奈德溶液
d2488	曲安奈德注射液
d2489	曲安奈德新霉素贴膏(肤疾)
d2490	曲安奈德新霉素贴膏(肤疾宁)
d2491	曲安奈德新霉素贴膏(恒健)
d2492	曲安奈德益康唑乳膏(派瑞松)
d2493	曲安奈德益康唑霜(派瑞松)
d2494	舒敏(盐酸曲马多缓释片)
d2495	盐酸曲马多缓释片(舒敏)
d2496	盐酸曲马多针
d2497	盐酸曲马多注射液
d2498	曲美他嗪片(万爽力)
d2499	万爽力片(曲美他嗪)
d2500	盐酸曲美他嗪片(万爽力)
d2501	盐酸曲美他嗪片(泽维尔)
d2502	曲咪新乳膏(皮康霜)
d2503	曲咪新乳膏
d2504	达菲林针(醋酸曲普瑞林)
d2505	注射用曲普瑞林(达菲林)
d2506	醋酸去氨加压素针(翰固)
d2507	醋酸去氨加压素注射液(翰)
d2508	醋酸去氨加压素注射液(翰固)
d2509	醋酸去氨加压素注射液
d2510	去甲肾上腺素针
d2511	去甲肾上腺素注射液
d2512	去甲万古霉素针(万迅)
d2513	盐酸去甲万古霉素针(万迅)
d2514	去痛片
d2515	去氧肾上腺素注射液(新福林)
d2516	去氧肾上腺素注射液
d2517	盐酸去氧肾上腺素针
d2518	尔可安(去氧肾上腺素溴苯那敏胶囊)
d2519	妈富隆(去氧孕烯炔雌醇片)
d2520	去氧孕烯炔雌醇片(妈富隆)
d2521	去乙酰毛花苷针(西地兰D)
d2522	去乙酰毛花苷注射液(西地)
d2523	去乙酰毛花苷注射液(西地兰D)
d2524	西地兰针(去乙酰毛花苷)
d2525	去乙酰毛花苷注射液
d2526	全天麻胶囊
d2527	全天麻胶囊(神奇)
d2528	炔雌醇环丙孕酮片(达英-35)
d2529	达英-35片
d2530	妇康片(炔诺酮)
d2531	炔诺酮片(妇康)
d2532	炔诺酮片(妇康片)
d2533	热毒宁注射液
d2534	热立清口服液
d2535	热淋清颗粒
d2536	人参多糖注射液(亿美奇)
d2537	5%人免疫球蛋白针(卫光)
d2538	人免疫球蛋白粉针(卫光)
d2539	人免疫球蛋白针(卫光)
d2540	人免疫球蛋白针(冻干)
d2541	注射用人免疫球蛋白
d2542	人凝血因子Ⅷ针(海莫莱士)
d2543	人胎盘组织液针
d2544	人纤维蛋白原(法布莱士)
d2545	人型P.P.D针
d2546	绒促性素针(HCG)
d2547	注射用绒促性素冻干粉
d2548	盐酸柔红霉素针
d2549	注射用盐酸柔红霉素
d2550	肉桂粉
d2551	如意金黄散
d2552	如意珍宝丸
d2553	定君生胶囊(阴道用乳杆菌活菌)
d2554	定君生阴道用胶囊
d2555	乳果糖口服溶液(杜密克)
d2556	乳果糖溶液(杜秘克)
d2557	乳果糖口服溶液
d2558	聚克胶囊(复方乳酸菌)
d2559	乳酸钠林格注射液(科伦)
d2560	乳酸钠林格针(浙江)
d2561	乳酸钠林格针(浙江济民)
d2562	乳酸钠林格注射液(浙江济民)
d2563	乳酸钠林格注射液
d2564	乳糖酸红霉素针(ER.M)
d2565	入地金牛酊
d2566	瑞代肠内营养乳剂(TPF-D)
d2567	瑞捷针(盐酸瑞芬太尼)
d2568	盐酸瑞芬太尼针(瑞捷)
d2569	盐酸瑞芬太尼注射液(瑞捷)
d2570	瑞芬太尼针
d2571	孚来迪片
d2572	孚来迪片(瑞格列奈)
d2573	瑞格列奈片(孚来迪)
d2574	诺和龙片
d2575	诺和龙片(瑞格列奈)
d2576	瑞格列奈片(诺和龙)
d2577	瑞格列奈片(诺和龙)\白色
d2578	瑞格列奈片(诺和龙)\黄色
d2579	瑞能肠内营养乳剂针(口服)
d2580	瑞能肠内营养乳剂针(TPF-T)(口服)
d2581	瑞能肠内营养乳剂针(口服)(TPF-T)
d2582	瑞舒伐他汀钙片(可定)
d2583	瑞替普酶针(派通欣)
d2584	润燥止痒胶囊
d2585	塞来昔布胶囊(西乐葆)
d2586	西乐葆胶囊(塞来昔布)
d2587	塞来昔布胶囊
d2588	复方塞隆胶囊
d2589	马来酸噻吗洛尔滴眼液
d2590	马来酸噻吗洛尔眼水
d2591	赛庚啶片
d2592	盐酸赛庚啶片
d2593	三黄片
d2594	三黄洗剂
d2595	三金片
d2596	三磷酸腺苷二钠针(ATP)(天心)
d2597	三磷酸腺苷二钠片
d2598	三磷酸腺苷二钠片(ATP)
d2599	三磷酸腺苷二钠注射液
d2600	三磷酸腺苷针(ATP)
d2601	(保能加)三磷酸腺苷辅酶胰岛素针
d2602	三磷酸腺苷辅酶胰岛素针(保能加)
d2603	三七颗粒
d2604	三七通舒胶囊
d2605	三芪口服液(通脉口服液)
d2606	三芪口服液(无糖型)(通脉)
d2607	通脉口服液(无糖型)
d2608	注射用三氧化二砷(纳维雅)
d2609	散结镇痛胶囊
d2610	硫酸沙丁胺醇片(舒喘灵)
d2611	硫酸沙丁胺醇气雾剂(万托)
d2612	硫酸沙丁胺醇吸入气雾剂(万托林)
d2613	沙丁胺醇溶液(万托林)
d2614	万托林溶液(沙丁胺醇)
d2615	吸入用硫酸沙丁胺醇溶液(万托林)
d2616	硫酸沙丁胺醇片
d2617	硫酸沙丁胺醇气雾剂
d2618	复方沙棘籽油栓
d2619	反应停片(沙利度胺)
d2620	沙利度胺片(反应停)
d2621	沙利度胺片
d2622	沙美特罗替卡松粉吸入剂(舒利迭)
d2623	舒利迭(成人装)(沙美特罗替卡松粉吸入剂)
d2624	舒利迭(儿童用药)(沙美特罗替卡松粉吸入剂)
d2625	沙美特罗替卡松粉吸入剂()
d2626	舒利迭(成人用药)
d2627	舒利迭吸入剂
d2628	鲨肝醇片
d2629	洛贝林针(山梗菜碱)
d2630	盐酸洛贝林针
d2631	盐酸洛贝林注射液
d2632	复方山金车花贴片(好及施冷感)
d2633	复方山金车花贴(好及施贴(冷感))
d2634	好及施贴(冷感)(复方山金
d2635	山莨菪碱针(654-2)
d2636	盐酸消旋山莨菪碱针(654-2)
d2637	山珍颗粒
d2638	山珍颗粒剂
d2639	伤科接骨片
d2640	上凉颗粒(低糖)
d2641	上凉颗粒剂
d2642	上凉颗粒剂(低糖)
d2643	蛇胆陈皮液
d2644	蛇胆川贝软胶囊
d2645	蛇胆川贝散
d2646	蛇胆川贝散(奇星)
d2647	蛇胆川贝液
d2648	蛇胆川贝液(潘高寿)
d2649	巴曲亭(注射用血凝酶)
d2650	巴曲亭针(蛇毒血凝酶)
d2651	复方蛇脂软膏
d2652	盐酸舍曲林片(左洛复)
d2653	左洛复(盐酸舍曲林片)
d2654	射香保心丸
d2655	复方麝香注射液
d2656	复方麝香针(醒瑙)
d2657	麝香保心丸
d2658	麝珠明目滴眼液
d2659	麝珠明目眼水
d2660	伸筋片
d2661	肾康注射液
d2662	安络血针
d2663	肾上腺色腙片(安络血)
d2664	肾上腺色腙针(安络血)
d2665	肾上腺色腙注射液
d2666	肾上腺素针
d2667	肾上腺素注射液
d2668	盐酸肾上腺素针
d2669	肾石通颗粒
d2670	肾衰宁片
d2671	复方肾炎片
d2672	肾炎康复片
d2673	肾之宝
d2674	升气养元糖浆
d2675	生肌膏
d2676	生肌油纱
d2677	生精颗粒剂
d2678	生理氯化钠溶液
d2679	生理氯化钠溶液(3000ml)
d2680	生脉胶囊
d2681	生脉针
d2682	生脉针(25ml)
d2683	生脉注射液
d2684	生脉注射液(25ml)
d2685	生脉针(苏中)
d2686	(诺和灵R笔芯)生物合成人胰岛素笔芯针
d2687	(诺和灵R笔芯)生物合成人胰岛素注射液
d2688	生物合成人胰岛素笔芯针(诺和灵R笔芯)
d2689	生物合成人胰岛素针(诺和灵R笔芯)
d2690	施保利通片
d2691	湿毒清胶囊
d2692	湿润烧伤膏(美宝)
d2693	十味龙胆花颗粒
d2694	十一酸睾酮胶囊(安特尔)
d2695	十一酸睾酮胶丸(安特尔)
d2696	石佛汤
d2697	石蜡油
d2698	舒必利片
d2699	舒芬尼针(舒芬太尼)
d2700	舒肝胶囊
d2701	舒肝片
d2702	舒肝片(菊乐)
d2703	舒肝健脾颗粒(低糖)
d2704	舒肝健脾颗粒剂
d2705	舒筋活络洗剂
d2706	舒眠胶囊
d2707	舒血宁针
d2708	舒血宁注射液
d2709	疏肝降脂片
d2710	疏肝宁神片
d2711	疏血通针
d2712	疏血通注射液
d2713	鼠神经生长因子针(恩经复)
d2714	注射用鼠神经生长因子(苏)
d2715	注射用鼠神经生长因子(苏肽生)
d2716	双柏膏
d2717	双虎清肝颗粒
d2718	百赛诺片(双环醇)
d2719	双环醇片(百赛诺)
d2720	双黄连胶囊
d2721	双黄连口服液(君泰)
d2722	双料喉风散
d2723	扶他林缓释片
d2724	扶他林乳胶
d2725	蒙洛英针
d2726	迪非滴眼液(双氯芬酸钠)
d2727	双氯芬酸钠眼水(迪非)
d2728	双氯芬酸二乙胺乳胶剂(扶他林)
d2729	双氯芬酸钠缓释片(扶他林)
d2730	双氯芬酸钠乳胶(扶他林)
d2731	复方双氯芬酸钠针(蒙洛英)
d2732	蒙洛英针(双氯芬酸钠)
d2733	潘生丁片(双密达莫)
d2734	双嘧达莫片(潘生丁)
d2735	双嘧达莫片
d2736	金双歧片(三联活菌)
d2737	金双歧片(双歧杆菌乳杆菌三联活菌片)
d2738	金双歧片(双歧三联活菌)
d2739	双岐杆菌乳杆菌三联活菌片(金双歧)
d2740	双岐杆菌乳杆菌嗜热链球菌三联活菌片(金双歧)
d2741	双歧杆菌乳杆菌三联活菌片(金双歧)
d2742	双歧三联活菌片(金双歧)
d2743	培菲康胶囊(口服双歧杆菌)
d2744	培菲康胶囊(双歧杆菌三联活菌胶囊)
d2745	双歧杆菌三联活菌胶囊(培菲康)
d2746	双歧杆菌嗜酸乳杆菌肠球菌三联活菌胶囊(培菲康)
d2747	(思连康)双歧杆菌四联活菌片
d2748	双歧杆菌四联活菌片(思连)
d2749	双歧杆菌四联活菌片(思连康)
d2750	双氢克尿噻片(HCT)
d2751	双唑泰栓
d2752	注射用水针(2ml)
d2753	水飞蓟宾胶囊(水林佳)
d2754	水林佳胶囊(水飞蓟宾)
d2755	注射用水溶性维生素(九唯他)
d2756	水溶性维生素针
d2757	注射用水溶性维生素
d2758	注射用顺苯磺酸阿曲库铵
d2759	顺铂针(DDP)(南京)
d2760	顺铂针(DDP)
d2761	顺铂针(冻干型)
d2762	顺铂注射液
d2763	盐酸司来吉兰片(金思平)
d2764	丝裂霉素针(MMC)(新亚)
d2765	丝裂霉素针
d2766	注射用丝裂霉素
d2767	四方胃胶囊
d2768	四环素片(T.C)
d2769	四环素眼膏
d2770	四环素可的松眼膏
d2771	四黄膏
d2772	四黄散
d2773	四黄水蜜
d2774	四黄水蜜外敷
d2775	四妙丸
d2776	四磨汤口服液
d2777	松龄血脉康胶囊
d2778	苏合香丸
d2779	苏黄止咳胶囊
d2780	苏子降气丸
d2781	速效救心丸
d2782	酸痛油
d2783	酸痛油(痠痛油)
d2784	碎石清合剂
d2785	羧甲司坦片(霸灵)
d2786	化痰片(羧甲司坦)
d2787	羧甲司坦片(化痰片)
d2788	缩宫素针(催产素)
d2789	缩宫素注射液
d2790	缩泉胶囊
d2791	盐酸索他洛尔片(伟特)
d2792	0.03%他克莫司软膏
d2793	他克莫司胶囊(普乐可复)
d2794	乐为(他扎罗汀乳膏)
d2795	他扎罗汀乳膏(乐为)
d2796	胎盘多肽注射液
d2797	痰热清针
d2798	痰热清注射液
d2799	盐酸坦洛新缓释胶囊(齐索)
d2800	哈乐胶囊
d2801	坦索罗辛胶囊(哈乐)
d2802	盐酸坦索罗辛缓释胶囊(哈乐)
d2803	钙尔奇D300咀嚼片
d2804	钙尔奇D咀嚼片
d2805	钙尔奇D片
d2806	碳酸钙维D3片(钙尔奇D600)
d2807	凯思立(碳酸钙D3片)
d2808	凯思立片(含D3)
d2809	碳酸钙D3咀嚼片(凯思立D)
d2810	碳酸钙D3片(凯思立)
d2811	耵聍水(碳酸氢钠滴耳液)
d2812	碳酸氢钠滴耳液(耵聍水)
d2813	碳酸氢钠(供口服)
d2814	碳酸氢钠片(S.B)
d2815	碳酸氢钠注射液
d2816	碳酸氢钠注射液(S.B)
d2817	糖痹胶囊
d2818	糖脉康颗粒
d2819	盐酸特比奈芬乳膏(兰美抒)
d2820	特比萘芬片(丁克)
d2821	特比奈芬乳膏(兰美抒)
d2822	盐酸特比萘芬片(兰美抒)
d2823	兰美抒乳膏
d2824	特比萘芬片
d2825	博利康尼片(特布他林)
d2826	硫酸特布他林片(博利康尼)
d2827	特布他林片(博利康尼)
d2828	盐酸特拉唑嗪片(高特灵)
d2829	替比夫定片(素比伏)
d2830	替勃龙片(利维爱)
d2831	替吉奥胶囊(爱斯万)
d2832	替吉奥胶囊(维康达)
d2833	替加氟片
d2834	他格适针(替考拉宁)
d2835	替考拉宁针(他格适)
d2836	注射用替考拉宁(他格适)
d2837	替罗非班氯化钠注射液(欣)
d2838	替罗非班氯化钠注射液(欣维宁)
d2839	欣维宁针(盐酸替罗非班)
d2840	盐酸替罗非班氯化钠针(欣维宁)
d2841	(安内强)替米沙坦片
d2842	替米沙坦片(安内强)
d2843	(美卡素)替米沙坦片
d2844	替米沙坦片(美卡素)
d2845	替米沙坦片
d2846	施维舒胶囊(替普瑞酮)
d2847	替普瑞酮胶囊(施维舒)
d2848	替硝唑针(青岛)
d2849	替硝唑注射液
d2850	盐酸替扎尼定片(凯莱通)
d2851	天丹通络胶囊
d2852	天和骨通贴膏
d2853	天麻素胶囊
d2854	天麻素注射液
d2855	天麻素针(三联)
d2856	天麻素胶囊(天眩清)
d2857	天麻素注射液(天眩清)
d2858	天眩清(天麻素注射液)
d2859	天眩清针(天麻素)
d2860	天然维E胶丸(来益)
d2861	天山雪莲
d2862	天舒胶囊
d2863	天王补心丸
d2864	天王补心丸(浓缩丸)
d2865	天王补心丸(浓缩丸)(河南)
d2866	田七胶囊
d2867	田七胶囊(成3g)
d2868	田七粉
d2869	田七末(1.5g)
d2870	甜梦胶囊
d2871	甜梦口服液
d2872	调肠健脾片
d2873	调肠健脾片(肠炎清2号)
d2874	调肠理气片
d2875	调肠消炎片(肠炎清1号)
d2876	通迪胶囊
d2877	通腑醒神胶囊
d2878	通关片
d2879	通冠胶囊
d2880	通络祛痛膏
d2881	通窍胶囊
d2882	通塞脉片
d2883	通天口服液
d2884	通天口服液(太极)
d2885	通心络胶囊
d2886	通宣理肺丸
d2887	同息通(曲安奈德针)
d2888	酮咯酸氨丁三醇针(尼松)
d2889	酮咯酸氨丁三醇注射液(尼松)
d2890	2%采乐洗剂(酮康唑)
d2891	酮康唑洗剂(采乐)
d2892	复方酮康唑乳膏(恒健)
d2893	酮康唑片(里素劳)
d2894	复方酮康唑乳膏
d2895	酮替酚片
d2896	痛风定胶囊
d2897	头孢氨苄胶囊(先锋4号)
d2898	头孢氨苄胶囊
d2899	马斯平针(头孢吡肟)
d2900	盐酸头孢吡肟针(马斯平)
d2901	信力威(注射用头孢吡肟)
d2902	信力威针(头孢吡肟)
d2903	盐酸头孢吡肟针(信力威)
d2904	注射用盐酸头孢吡肟(信力威)
d2905	施复捷片(头孢丙烯)
d2906	头孢丙烯片(施复捷)
d2907	头孢丙烯分散片(银力舒)
d2908	头孢泊肟酯片(帅孚)
d2909	头孢地尼分散片(希福尼)
d2910	高德针(头孢地嗪钠)
d2911	头孢地嗪钠针(高德)
d2912	注射用头孢地嗪钠(高德)
d2913	注射用头孢地嗪钠(力勉)
d2914	头孢呋辛钠针(明可欣)
d2915	注射用头孢呋辛钠(明可欣)
d2916	注射用头孢呋辛钠(悦康)
d2917	注射用头孢呋辛钠(悦康明)
d2918	注射用头孢呋辛钠(悦康明可欣)
d2919	头孢呋辛钠针(新亚星)
d2920	头孢呋辛钠针(亚星)
d2921	头孢呋辛钠针(悦康)
d2922	注射用头孢呋辛钠
d2923	达力新胶囊(头孢呋辛酯)
d2924	头孢呋辛酯胶囊(达力新)
d2925	施华洛(头孢克洛缓释片)
d2926	头孢克洛缓释片(施华洛)
d2927	头孢克洛干混悬剂(希刻劳)
d2928	头孢克洛胶囊(希刻劳)
d2929	希刻劳胶囊
d2930	希刻劳胶囊(头孢克洛)
d2931	世福素(头孢克肟颗粒)
d2932	世福素颗粒(头孢克肟)
d2933	头孢克肟混悬颗粒(世福素)
d2934	头孢克肟胶囊(世福素)
d2935	头孢克肟颗粒(世福素)
d2936	头孢拉定针(先锋6)
d2937	头孢拉定胶囊
d2938	头孢拉定针
d2939	注射用头孢硫脒(天根)
d2940	头孢硫脒针(仙力素)
d2941	注射用头孢硫脒(仙力素)
d2942	注射用头孢硫脒
d2943	注射用头孢美唑钠(先锋美)
d2944	注射用头孢美唑钠(先锋美他醇)
d2945	(艾可乐)注射用头孢孟多酯钠
d2946	注射用头孢孟多酯钠(艾可)
d2947	注射用头孢孟多酯钠(艾可乐)
d2948	(浦成)注射用头孢孟多酯钠
d2949	注射用头孢孟多酯钠
d2950	头孢哌酮钠舒巴坦钠针(1:1)(舒普深)
d2951	注射用头孢哌酮钠舒巴坦钠(舒普深)
d2952	注射用头孢哌酮舒巴坦(舒普深)
d2953	注射用头孢哌酮钠舒巴坦钠(先舒)
d2954	舒普深针
d2955	注射用头孢哌酮钠舒巴坦钠
d2956	头孢哌酮钠他唑巴坦钠针(4:1)(凯舒特)
d2957	注射用头孢哌酮钠他唑巴坦钠(4:1)(凯舒特)
d2958	(仙必他)注射用头孢哌酮他唑巴坦钠
